## CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	SAMA-Gloss
*abiyHap_1	*abiyHap_1	pos:noun	pos:noun	slaughter animal;;sacrifice victim;;slaughter animals;;sacrifice victims
*abo*abap_1	*abo*abap_1	pos:noun	pos:noun	oscillation;;frequency;;vibration;;oscillations;;frequencies;;vibrations
*abo*abap_1	*abo*abap_1	pos:noun	pos:noun	oscillation;;frequency;;vibration;;oscillations;;frequencies;;vibrations
*abo*abap_1	*abo*abap_1	pos:noun	pos:noun	oscillation;;frequency;;vibration;;oscillations;;frequencies;;vibrations
*aboHap_1	*iboHap_1	pos:noun	pos:noun	angina;;diphtheria
UNK	>a*AE_1	UNK	pos:verb	broadcast;;propagate;;be broadcast;;be propagated
UNK	>a*oEan_1	UNK	pos:verb	submit;;yield;;obey;;be submitted to;;be yielded to;;be obeyed
*aEar_1	*aEar-a_1	pos:verb	pos:verb	frighten
*aEar_1	>aroEab_1	pos:verb	pos:verb	frighten;;terrify;;be frighten;;be terrified
*ahab_1	*ahab-a_2	pos:verb	pos:verb	take (with)
*ahab_1	*ahab-a_2	pos:verb	pos:verb	take (with)
*ahab_1	*ah~ab_1	pos:verb	pos:verb	gild
*ahal_1	>a*ohal_1	pos:verb	pos:verb	baffle;;distract;;be baffled;;be distracted
*ak~ar_1	*ak~ar_1	pos:verb	pos:verb	remind
*ak~ar_1	*ak~ar_1	pos:verb	pos:verb	remind
*ak~ar_1	*ak~ar_1	pos:verb	pos:verb	remind
UNK	UNK	UNK	UNK	UNK
UNK	UNK	UNK	UNK	UNK
*akA'_1	*akA'_1	pos:noun	pos:noun	intelligence;;cleverness
*akA'_1	*akA'_1	pos:noun	pos:noun	intelligence;;cleverness
*akar_1	>a$Ar_1	pos:verb	pos:verb	indicate;;mention;;cite;;be indicated;;be mentioned;;be cited
*akar_1	*akar-u_1	pos:verb	pos:verb	mention;;cite;;remember;;be mentioned;;be cited;;be worth mentioning;;be worth citing
*akar_1	ta*ak~ar_1	pos:verb	pos:verb	remember
*akar_1	*akar-u_1	pos:verb	pos:verb	mention;;cite;;remember;;be mentioned;;be cited;;be worth mentioning;;be worth citing
*akar_1	*akar-u_1	pos:verb	pos:verb	mention;;cite;;remember;;be mentioned;;be cited;;be worth mentioning;;be worth citing
*akar_1	*akar-u_1	pos:verb	pos:verb	mention;;cite;;remember;;be mentioned;;be cited;;be worth mentioning;;be worth citing
*akar_1	*ak~ar_1	pos:verb	pos:verb	remind
*akAwap_1	*akA'_1	pos:noun	pos:noun	intelligence;;cleverness
*Akir_1	*Akar_1	pos:verb	pos:verb	negotiate
*Akir_1	daras-u_1	pos:verb	pos:verb	study;;learn;;be studied;;be learned
*Akir_1	*Akar_1	pos:verb	pos:verb	negotiate
*Akirap_1	*Akirap_1	pos:noun	pos:noun	memory
*Akirap_1	*Akirap_1	pos:noun	pos:noun	memory
*Akirap_1	*Akirap_1	pos:noun	pos:noun	memory
*akiy_1	labiyb_2	pos:adj	pos:adj	sensible;;reasonable
*akiy_1	*akiy~_2	pos:adj	pos:adj	delicious
*akiy_1	>alomaEiy~_1	pos:adj	pos:adj	bright;;shrewd
*akiy_1	bAriE_1	pos:adj	pos:adj	skilled;;proficient
*akiy_1	EAqil_1	pos:adj	pos:adj	rational;;reasonable;;judicious
*akiy_1	fahiym_2	pos:adj	pos:adj	discerning;;judicious
*akiy_1	nabiyh_1	pos:adj	pos:adj	eminent;;noble
*akiy_1	mudorik_1	pos:adj	pos:adj	realizing;;knowing
*akiy_1	*akiy~_2	pos:adj	pos:adj	delicious
UNK	UNK	UNK	UNK	UNK
*akiy_1	*akiy~_2	pos:adj	pos:adj	delicious
*Akorap_1	*Akirap_1	pos:noun	pos:noun	memory
UNK	*Al_1	UNK	pos:noun	dhal (Arabic letter)
UNK	*Al_1	UNK	pos:noun	dhal (Arabic letter)
UNK	*Al_1	UNK	pos:noun	dhal (Arabic letter)
*al~_1	UNK	pos:verb	UNK	UNK
*al~_1	>ahAn_1	pos:verb	pos:verb	insult;;disdain;;be insulted;;be disdained
*al~_1	>a*al~_1	pos:verb	pos:verb	degrade;;subdue;;be degraded;;be subdued
*al~_1	UNK	pos:verb	UNK	UNK
*al~_1	UNK	pos:verb	UNK	UNK
*al~ap_1	*il~ap_1	pos:noun	pos:noun	depravity;;submissiveness
*al~il_1	*al~al_1	pos:verb	pos:verb	degrade;;subdue
*al~il_1	qahar-a_1	pos:verb	pos:verb	defeat;;overpower
*al~il_1	*al~al_1	pos:verb	pos:verb	degrade;;subdue
*al~il_1	sayoTar_1	pos:verb	pos:verb	dominate;;seize;;command
*al~il_1	tagal~ab_1	pos:verb	pos:verb	overcome;;surmount
*al~il_1	*al~al_1	pos:verb	pos:verb	degrade;;subdue
*al~il_1	tajAwaz_1	pos:verb	pos:verb	exceed;;disregard
*al~il_1	EalA-u_1	pos:verb	pos:verb	rise;;loom;;ascend;;be elevated
*alik_1	UNK	pos:pron_dem	UNK	UNK
*Alil_1	UNK	pos:adj	UNK	UNK
*aliyl_1	daniy'_1	pos:adj	pos:adj	contemptible;;inferior
*aliyl_1	Haqiyr_1	pos:adj	pos:noun	despicable;;despised
*aliyl_1	muhiyn_1	pos:adj	pos:adj	insulting;;contemptuous
*aliyl_1	xasiys_2	pos:adj	pos:noun	mean trick;;infamy;;mean tricks;;infamies
*aliyl_1	xanuwE_1	pos:adj	pos:adj	submissive;;treacherous
*aliyl_1	waDiyE_1	pos:adj	pos:adj	lowly;;inferior;;humble
*aliyl_1	*aliyl_1	pos:adj	pos:adj	despised;;submissive
*aliyl_1	muhiyn_1	pos:adj	pos:adj	insulting;;contemptuous
*aliyl_1	*aliyl_1	pos:adj	pos:adj	despised;;submissive
*am~_1	*am~-u_1	pos:verb	pos:verb	blame;;criticize
*am~_1	*am~-u_1	pos:verb	pos:verb	blame;;criticize
*an~ib_1	EAqab_1	pos:verb	pos:verb	punish;;be punished
*anob_1	*anob_1	pos:noun	pos:noun	fault;;offense;;misdeed;;misdeeds;;offenses;;faults
*anob_1	*anob_1	pos:noun	pos:noun	fault;;offense;;misdeed;;misdeeds;;offenses;;faults
*anob_1	<ivom_1	pos:noun	pos:noun	offense;;misdeed;;offenses;;sins
*anob_1	*anob_1	pos:noun	pos:noun	fault;;offense;;misdeed;;misdeeds;;offenses;;faults
*anob_1	naqiySap_1	pos:noun	pos:noun	shortcoming;;defect;;shortcomings;;defects
*anob_1	say~i}ap_1	pos:noun	pos:noun	offense;;misdeed;;offenses;;misdeeds
*anob_1	gaDADap_2	pos:noun	pos:noun	deficiency;;fault;;diminutions;;shame
*anob_1	junoHap_1	pos:noun	pos:noun	misdemeanor;;misdemeanors
*anob_1	zal~ap_1	pos:noun	pos:noun	lapse;;slip;;lapses;;slips
*anob_1	xaTa>_1	pos:noun	pos:noun	mistake;;error;;fault;;mistakes;;errors;;faults
*anob_1	<ihAnap_1	pos:noun	pos:noun	insult;;contempt
*anob_1	<isA'ap_2	pos:noun	pos:noun	wrong;;incorrect;;mis-
*anob_1	<ivom_1	pos:noun	pos:noun	offense;;misdeed;;offenses;;sins
*anob_1	junoHap_1	pos:noun	pos:noun	misdemeanor;;misdemeanors
*anob_1	hujuwm_1	pos:noun	pos:noun	attack;;charge;;assault
*anob_1	<izoEAj_1	pos:noun	pos:noun	disturbance;;harassment
*anob_1	*anob_1	pos:noun	pos:noun	fault;;offense;;misdeed;;misdeeds;;offenses;;faults
*anob_1	{isotiyA'_1	pos:noun	pos:noun	dissatisfaction;;displeasure
*anob_1	jariymap_1	pos:noun	pos:noun	crime;;crimes
*anob_1	<ivom_1	pos:noun	pos:noun	offense;;misdeed;;offenses;;sins
*anob_1	*anob_1	pos:noun	pos:noun	fault;;offense;;misdeed;;misdeeds;;offenses;;faults
*anob_1	maEoSiyap_2	pos:noun	pos:noun	disobedience;;sin
*anob_1	say~i}ap_1	pos:noun	pos:noun	offense;;misdeed;;offenses;;misdeeds
*anob_1	xaTiy}ap_1	pos:noun	pos:noun	mistake;;error;;fault;;mistakes;;errors;;faults
UNK	UNK	UNK	UNK	UNK
UNK	*ar~ap_1	UNK	pos:noun	atom;;particle;;atoms;;particles
UNK	*ar~ap_1	UNK	pos:noun	atom;;particle;;atoms;;particles
*ar~iy_1	*ar~iy~_1	pos:adj	pos:adj	atomic
*At_1	*At_2	pos:noun	pos:noun	having;;possessing;;those having
*At_1	*At_2	pos:noun	pos:noun	having;;possessing;;those having
*At_1	*At_2	pos:noun	pos:noun	having;;possessing;;those having
UNK	*At_2	UNK	pos:noun	having;;possessing;;those having
*Atiy_1	*Atiy~_1	pos:adj	pos:adj	autonomous;;self;;auto-
*Atiy_1	*Atiy~_1	pos:adj	pos:adj	autonomous;;self;;auto-
*Atiy_1	*Atiy~_1	pos:adj	pos:adj	autonomous;;self;;auto-
UNK	*uw_1	UNK	pos:noun	of;;with
*awAtiy_1	mutoraf_1	pos:adj	pos:noun	rich;;wealthy;;luxurious
*awqiy~_1	UNK	pos:adj	UNK	UNK
*awq_1	*awoq_1	pos:noun	pos:noun	taste;;sense;;sensitivity;;tastes;;sensitivities
UNK	UNK	UNK	UNK	UNK
*awqiy~ap_1	UNK	pos:noun	UNK	UNK
*ihAb_1	*ahAb_1	pos:noun	pos:noun	going;;departure
*ihon_1	*ihon_1	pos:noun	pos:noun	mind;;intellect;;minds;;intellects
*ihon_1	*ihon_1	pos:noun	pos:noun	mind;;intellect;;minds;;intellects
*ihoniy_1	*ihoniy~_1	pos:adj	pos:adj	mental;;intellectual
*ikor_1	ta*ak~ur_1	pos:noun	pos:noun	remembrance;;recollection
*ikor_1	ta*okiyr_2	pos:noun	pos:noun	reminder;;memento
*ikor_1	*ikor_1	pos:noun	pos:noun	mention;;citation;;memory
*ikor_1	ta*ak~ur_1	pos:noun	pos:noun	remembrance;;recollection
*ikor_1	*ikor_1	pos:noun	pos:noun	mention;;citation;;memory
*ikor_1	*ikor_1	pos:noun	pos:noun	mention;;citation;;memory
*ikor_1	*ikor_1	pos:noun	pos:noun	mention;;citation;;memory
*ikor_1	*ikor_1	pos:noun	pos:noun	mention;;citation;;memory
*ikoraY_1	*ikoraY_1	pos:noun	pos:noun	commemoration;;remembrance;;memoirs;;diary
*ikoraY_1	*ikoraY_1	pos:noun	pos:noun	commemoration;;remembrance;;memoirs;;diary
*ikoraY_1	*ikoraY_1	pos:noun	pos:noun	commemoration;;remembrance;;memoirs;;diary
*ikoraY_1	*ikoraY_1	pos:noun	pos:noun	commemoration;;remembrance;;memoirs;;diary
*il~ap_1	*il~ap_1	pos:noun	pos:noun	depravity;;submissiveness
*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
*im~ap_1	tamAm_1	pos:noun	pos:noun	exact;;complete;;exactly;;completely
*im~ap_1	nazAhap_1	pos:noun	pos:noun	impartiality;;neutral attitude
*im~ap_1	salAmap_1	pos:noun	pos:noun	security;;safety;;integrity
*im~ap_1	kamAl_2	pos:noun	pos:noun	perfection;;completeness;;conclusion
*im~ap_1	>amAnap_3	pos:noun	pos:noun	deposit
*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
*im~ap_1	{iHoti$Am_1	pos:noun	pos:noun	shyness;;modesty
*im~ap_1	liyAqap_2	pos:noun	pos:noun	good behavior
*im~ap_1	Hi$omap_1	pos:noun	pos:noun	shyness;;timidity
*im~ap_1	UNK	pos:noun	UNK	UNK
*im~ap_1	UNK	pos:noun	UNK	UNK
*im~ap_1	riEAyap_1	pos:noun	pos:noun	custody;;protection;;patronage;;sponsorship
*im~ap_1	wiSAyap_1	pos:noun	pos:noun	guardianship;;trusteeship;;tutelage
*im~ap_1	EinAyap_1	pos:noun	pos:noun	care;;attention;;concern
*im~ap_1	kafAlap_1	pos:noun	pos:noun	bail;;deposit;;collateral
*im~ap_1	EinAyap_1	pos:noun	pos:noun	care;;attention;;concern
*im~ap_1	riEAyap_1	pos:noun	pos:noun	custody;;protection;;patronage;;sponsorship
*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
*im~ap_1	HanAn_1	pos:noun	pos:noun	sympathy;;affection
*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
UNK	*imAm_1	UNK	pos:noun	claim;;custody;;protection;;claims
UNK	daEowaY_1	UNK	pos:noun	lawsuit;;allegation;;legal action;;lawsuits;;allegations;;legal actions
UNK	muTAlabap_1	UNK	pos:noun	requirement;;demand
UNK	$akowaY_1	UNK	pos:noun	complaint;;grievance;;complaints;;grievances
UNK	{id~iEA'_1	UNK	pos:noun	allegation;;claim;;prosecution
UNK	muTAlabap_1	UNK	pos:noun	requirement;;demand
ziy~_1	ziy~_1	pos:noun	pos:noun	uniform;;clothing;;fashion;;clothes;;uniforms
*ubAbap_1	*ubAbap_1	pos:noun	pos:noun	fly;;tip
*uEor_1	*uEor_1	pos:noun	pos:noun	fright;;panic
*uhuwl_1	*uhuwl_1	pos:noun	pos:noun	numbness;;indifference;;confusion
*ul~_1	<i*olAl_1	pos:noun	pos:noun	degradation;;surmounting
*ul~_1	*ul~_1	pos:noun	pos:noun	humiliation;;dishonor
*ul~_1	EAr_1	pos:noun	pos:noun	shame;;disgrace;;infamy
*ul~_1	{iHotiqAr_1	pos:noun	pos:noun	scorn;;contempt
*ul~_1	<i*olAl_1	pos:noun	pos:noun	degradation;;surmounting
*ul~_1	*ul~_1	pos:noun	pos:noun	humiliation;;dishonor
*ur~iy~ap_1	*ur~iy~ap_1	pos:noun	pos:noun	descendants;;offspring
*ur~iy~ap_1	*ur~iy~ap_1	pos:noun	pos:noun	descendants;;offspring
UNK	*uEor_1	UNK	pos:noun	fright;;panic
UNK	*uw_1	UNK	pos:noun	of;;with
UNK	UNK	UNK	UNK	UNK
UNK	*awoq_1	UNK	pos:noun	taste;;sense;;sensitivity;;tastes;;sensitivities
UNK	*awoq_1	UNK	pos:noun	taste;;sense;;sensitivity;;tastes;;sensitivities
<i}aE_1	UNK	pos:interj	UNK	UNK
Ai*AEap_1	<i*AEap_1	pos:noun	pos:noun	broadcast;;transmission;;broadcasts;;transmissions
Ai*AEap_1	<i*AEap_1	pos:noun	pos:noun	broadcast;;transmission;;broadcasts;;transmissions
Ai*oEAn_1	<i*oEAn_1	pos:noun	pos:noun	submissiveness;;compliance;;obedience
<i*on_1	<i*on_1	pos:noun	pos:noun	permission;;authorization;;bonds
<i*on_1	<i*on_1	pos:noun	pos:noun	permission;;authorization;;bonds
<i*on_1	<i*on_1	pos:noun	pos:noun	permission;;authorization;;bonds
UNK	gA}iT_1	UNK	pos:noun	excrement;;feces
Ai$Arap_1	<i$Arap_2	pos:noun	pos:noun	indication;;mention;;sign;;signal;;indications;;mentions;;signs;;signals
Ai$Arap_1	<i$Arap_2	pos:noun	pos:noun	indication;;mention;;sign;;signal;;indications;;mentions;;signs;;signals
Ai$Arap_1	EalAmap_1	pos:noun	pos:noun	mark;;sign;;point;;marks;;signs;;points
UNK	UNK	UNK	UNK	UNK
Ai$oEAE_1	<i$oEAE_1	pos:noun	pos:noun	radiation;;irradiation
Ai$oEAE_1	<i$oEAE_1	pos:noun	pos:noun	radiation;;irradiation
Ai$oEAl_1	<iDorAm_1	pos:noun	pos:noun	kindling;;exciting
Ai$oEAl_1	ta>ojiyj_1	pos:noun	pos:noun	lighting;;kindling
Ai$oEAl_1	<i$oEAl_1	pos:noun	pos:noun	igniting;;lighting
Ai$oEAl_1	<i$oEAl_1	pos:noun	pos:noun	igniting;;lighting
Ai$oEAl_1	<i$oEAl_1	pos:noun	pos:noun	igniting;;lighting
Ai$oEAl_1	{i$otiEAl_1	pos:noun	pos:noun	burning;;ignition
Ai$oEAr_1	<iEolAm_1	pos:noun	pos:noun	information;;media
Ai$oEAr_1	<i$oEAr_1	pos:noun	pos:noun	notice;;notification
Ai$oEAr_1	balAg_1	pos:noun	pos:noun	communiqu;;report;;notification;;notice
Ai$oEAr_1	bayAn_1	pos:noun	pos:noun	communiqu;;statement;;declaration;;data
Ai$oEAr_1	<iEolAn_1	pos:noun	pos:noun	declaration;;statement;;announcement;;declarations;;statements;;announcements;;advertisements;;signs;;billboards
Ai$oEAr_1	taSoriyH_2	pos:noun	pos:noun	permit;;license;;permits;;licenses
Ai$oEAr_1	<i$oEAr_1	pos:noun	pos:noun	notice;;notification
Ai$oEAr_1	<i$oEAr_1	pos:noun	pos:noun	notice;;notification
<i$okAl_1	SuEuwbap_1	pos:noun	pos:noun	difficulty
<i$okAl_1	Eaqabap_1	pos:noun	pos:noun	obstacle;;obstacles
<i$okAl_1	<i$okAl_1	pos:noun	pos:noun	ambiguity;;problem
<i$okAl_1	<i$okAl_1	pos:noun	pos:noun	ambiguity;;problem
<i$okaromap_1	UNK	pos:noun	UNK	UNK
UNK	{i$oma>az~_1	UNK	pos:verb	be disgusted;;be nauseated
Ai$orAf_1	<i$orAf_1	pos:noun	pos:noun	supervision;;direction;;patronage
Ai$orAfiy_1	<i$orAfiy~_1	pos:adj	pos:noun	supervisory;;directing
Ai$orAk_1	<i$orAk_1	pos:noun	pos:noun	participation;;implication
Ai$otabah_1	{i$otabah_1	pos:verb	pos:verb	suspect;;be doubtful;;be suspected
Ai$otabak_1	{i$otabak_1	pos:verb	pos:verb	skirmish;;clash;;engage
Ai$otad~_1	{i$otad~_1	pos:verb	pos:verb	intensify
Ai$otad~_1	{i$otad~_1	pos:verb	pos:verb	intensify
Ai$otaEal_1	{i$otaEal_1	pos:verb	pos:verb	flare up;;catch fire
Ai$otaEal_1	{i$otaEal_1	pos:verb	pos:verb	flare up;;catch fire
Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
Ai$otagal_1	>ad~aY_2	pos:verb	pos:verb	perform (function);;carry out (duty)
Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
Ai$otagal_1	>ajoraY_1	pos:verb	pos:verb	conduct;;carry out;;perform;;be conducted;;be carried out;;be performed
Ai$otagal_1	mAras_1	pos:verb	pos:verb	practice;;pursue;;exercise;;be exerted;;be brought to bear (pressure)
Ai$otagal_1	{i$otagal_1	pos:verb	pos:verb	work;;operate
Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
Ai$otagal_1	>aEad~_1	pos:verb	pos:verb	prepare;;make ready;;be prepared;;be made ready
Ai$otagal_1	dAr-u_1	pos:verb	pos:verb	go around;;turn
Ai$otagal_1	{i$otagal_1	pos:verb	pos:verb	work;;operate
Ai$otagal_1	{i$otagal_1	pos:verb	pos:verb	work;;operate
Ai$otagal_1	>av~ar_1	pos:verb	pos:verb	affect;;influence;;be affected;;be influenced
Ai$otagal_1	UNK	pos:verb	UNK	UNK
Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
Ai$otahar_1	{i$otahar_1	pos:verb	pos:verb	become famous
Ai$otahaY_1	{i$otahaY_1	pos:verb	pos:verb	desire;;crave;;be desired;;be craved
Ai$otakaY_1	{i$otakaY_1	pos:verb	pos:verb	complain;;be complained
Ai$otakaY_1	{iHotaj~_1	pos:verb	pos:verb	protest
Ai$otakaY_1	{i$otakaY_1	pos:verb	pos:verb	complain;;be complained
Ai$otamal_1	{i$otamal_1	pos:verb	pos:verb	include;;contain;;comprise
Ai$otAq_1	{i$otAq_1	pos:verb	pos:verb	desire;;love
Aijotar~_1	{ijotar~_1	pos:verb	pos:verb	ruminate;;repeat over and over
Ai$otarak_1	{i$otarak_1	pos:verb	pos:verb	participate
Ai$otarak_1	{i$otarak_1	pos:verb	pos:verb	participate
Ai$otaraY_1	{i$otaraY_1	pos:verb	pos:verb	purchase;;be purchased
Ai$otirAk_1	{i$otirAk_2	pos:noun	pos:noun	subscription;;subscriptions
AijotirAr_1	{ijotirAr_1	pos:noun	pos:noun	repeating over and over;;rumination
Ai$otirAT_1	{i$otirAT_1	pos:noun	pos:noun	condition;;proviso;;stipulation
UNK	{i$otirAkiy~_1	UNK	pos:adj	socialist
AibAHap_1	<ibAHap_1	pos:noun	pos:noun	permission;;licentiousness
AibAHiy_1	<ibAHiy~_1	pos:adj	pos:adj	licentious
UNK	UNK	UNK	UNK	UNK
AibodAE_1	<ibodAE_1	pos:noun	pos:noun	originality;;creativity
AibohAm_1	<ibohAm_1	pos:noun	pos:noun	obscurity;;incomprehensibility
Aiboliys_1	<iboliys_2	pos:noun_prop	pos:noun_prop	Iblis (Devil)
<iborA'_1	<iborA'_1	pos:noun	pos:noun	acquittal;;exoneration;;acquittals;;exonerations
<iborA'_1	<iborA'_1	pos:noun	pos:noun	acquittal;;exoneration;;acquittals;;exonerations
<iborap_1	<iborap_2	pos:noun	pos:noun	needle;;injection;;needles;;injections
<iborap_1	<iborap_2	pos:noun	pos:noun	needle;;injection;;needles;;injections
<iboSAliy~ap_1	taroniymap_1	pos:noun	pos:noun	anthem;;hymn;;song;;chanting;;anthems;;hymns;;songs
<iboSAliy~ap_1	UNK	pos:noun	UNK	UNK
>iboSalomuwdiy~ap_1	tarotiyl_1	pos:noun	pos:noun	chanting (the Quran)
<iboSAr_1	<iboSAr_1	pos:noun	pos:noun	perception;;vision
<iboSAr_1	<iboSAr_1	pos:noun	pos:noun	perception;;vision
<iboSAr_1	<iboSAr_1	pos:noun	pos:noun	perception;;vision
AibotadaE_1	{ibotadaE_1	pos:verb	pos:verb	contrive;;invent
Aibotahaj_1	{ibotahaj_1	pos:verb	pos:verb	rejoice
Aibotahal_1	{ibotahal_1	pos:verb	pos:verb	supplicate
AibotalaY_1	{ibotalaY_1	pos:verb	pos:verb	test;;afflict;;be tested;;be afflicted
Aibotasam_1	{ibotasam_1	pos:verb	pos:verb	smile
Aiboti*Al_1	{iboti*Al_1	pos:noun	pos:noun	degradation;;vulgarity
Aiboti*Al_1	sawoqiy~ap_1	pos:noun	pos:noun	strategy
AibotidA}iy~_1	{ibotidA}iy~_1	pos:noun	pos:adj	elementary;;preparatory
AibotidA}iy~_1	{ibotidA}iy~_1	pos:adj	pos:adj	elementary;;preparatory
AibotidA}iy~_1	{ibotidA}iy~_1	pos:noun	pos:adj	elementary;;preparatory
<ibotihAl_1	{ibotihAl_1	pos:noun	pos:noun	supplication;;prayer
AibotisAmap_1	{ibotisAmap_1	pos:noun	pos:noun	smile
AiboyaD~_1	{iboyaD~_1	pos:verb	pos:verb	become white
UNK	UNK	UNK	UNK	UNK
UNK	UNK	UNK	UNK	UNK
<id~aloEadiy_1	UNK	pos:noun	UNK	UNK
UNK	taDAman_1	UNK	pos:verb	be in solidarity
UNK	>a*~an_1	UNK	pos:verb	announce;;foresee
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
Aid~aY_1	>anotaj_1	pos:verb	pos:verb	produce;;yield;;cause;;be produced;;be yielded;;be caused
Aid~aY_1	>aEoTaY_1	pos:verb	pos:verb	give;;provide;;hand over;;be given;;be provided
AiDAfap_1	<iDAfap_1	pos:noun	pos:noun	addition;;appending
AiDAfiy_1	<iDAfiy~_1	pos:adj	pos:adj	additional;;supplementary
<idAm_1	tanAgum_1	pos:noun	pos:noun	harmony;;symphony
<idAm_1	maraq_1	pos:noun	pos:noun	broth;;gravy
<idAm_1	UNK	pos:noun	UNK	UNK
<idAm_1	<idAm_1	pos:noun	pos:noun	fat;;sauce
UNK	qadiyr_2	UNK	pos:adj	omnipotent (God)
UNK	<iDorAb_1	UNK	pos:noun	strike;;stoppage
<idoruwjiyn_1	UNK	pos:noun	UNK	UNK
AiDoTahad_1	{iDoTahad_1	pos:verb	pos:verb	oppress;;brutalize;;persecute
AiDoTajaE_1	{iDoTajaE_1	pos:verb	pos:verb	lie down;;sleep
UNK	UNK	UNK	UNK	UNK
AiDoTirAb_1	{iDoTirAb_1	pos:noun	pos:noun	disturbance;;agitation;;disorder;;disturbances;;disorders
AiDoTirAriy_1	UNK	pos:adj	UNK	UNK
AiEA$ap_1	<iEA$ap_1	pos:noun	pos:noun	feeding;;subsistence;;food ration
AiEAdap_1	<iEAdap_1	pos:noun	pos:noun	return;;repetition;;re-(doing)
AiEAnap_1	<iEAnap_1	pos:noun	pos:noun	support;;aid;;assistance
UNK	<iEoyA'_1	UNK	pos:noun	weariness;;powerlessness
AiEofA'_1	<iEofA'_1	pos:noun	pos:noun	exemption;;discharge;;exoneration
<iEolAm_1	<iEolAm_1	pos:noun	pos:noun	information;;media
<iEolAm_1	<iEolAm_1	pos:noun	pos:noun	information;;media
<iEolAm_1	<iEolAm_1	pos:noun	pos:noun	information;;media
AiEolAmiy_1	<iEolAmiy~_1	pos:adj	pos:adj	media;;information
AiEolAn_1	<iEolAn_1	pos:noun	pos:noun	declaration;;statement;;announcement;;declarations;;statements;;announcements;;advertisements;;signs;;billboards
AiEolAn_1	<iEolAn_1	pos:noun	pos:noun	declaration;;statement;;announcement;;declarations;;statements;;announcements;;advertisements;;signs;;billboards
AiEoraD~_1	UNK	pos:verb	UNK	UNK
AiEoSAr_1	<iEoSAr_1	pos:noun	pos:noun	tornado;;hurricane;;tornadoes;;hurricanes
AiEota*ar_1	{iEota*ar_1	pos:verb	pos:verb	apologize;;excuse oneself;;allege a pretext
AiEotAd_1	{iEotAd_1	pos:verb	pos:verb	make a habit of;;be accustomed to
AiEotakaf_1	{iEotakaf_1	pos:verb	pos:verb	be busily engaged;;be secluded
AiEotamad_1	{iEotamad_2	pos:verb	pos:verb	employ;;adopt;;recognize;;be employed;;be adopted;;be recognized
AiEotamad_1	{iEotamad_2	pos:verb	pos:verb	employ;;adopt;;recognize;;be employed;;be adopted;;be recognized
AiEotamad_1	{iEotamad_2	pos:verb	pos:verb	employ;;adopt;;recognize;;be employed;;be adopted;;be recognized
AiEotanaY_1	{iEotanaY_1	pos:verb	pos:verb	give attention to;;show concern for
AiEotaqad_1	{iEotaqad_1	pos:verb	pos:verb	believe;;be believed
AiEotaqal_1	{iEotaqal_1	pos:verb	pos:verb	arrest;;detain;;be arrested;;be detained
AiEotaraD_1	{iEotaraD_1	pos:verb	pos:verb	object to;;be opposed to;;be inserted in
AiEotaraf_1	{iEotaraf_1	pos:verb	pos:verb	acknowledge;;recognize;;admit;;confess;;be acknowledged;;be recognized;;be admitted;;be confessed
AiEotaSab_1	{iEotaSab_1	pos:verb	pos:verb	conspire;;gang up;;go on strike
AiEotaSam_1	{iEotaSam_1	pos:verb	pos:verb	adhere to;;stand by;;preserve
AiEotaz~_1	{iEotaz~_1	pos:verb	pos:verb	be proud
AiEotazal_1	{iEotazal_1	pos:verb	pos:verb	be separate;;be dissociated
AiEotimAd_1	{iEotiqAd_1	pos:noun	pos:noun	belief;;conviction
AiEotimAd_1	{iEotimAd_1	pos:noun	pos:noun	reliance;;dependence;;recognition;;funds;;financing
AiEotimAd_1	{iEotimAd_1	pos:noun	pos:noun	reliance;;dependence;;recognition;;funds;;financing
AiEotimAd_1	{iEotimAd_1	pos:noun	pos:noun	reliance;;dependence;;recognition;;funds;;financing
